from,to
データサイエンス_0,データサイエンス_1
データサイエンス_0,データサイエンス_2
データサイエンス_0,データサイエンス_3
データサイエンス_1,データサイエンス_4
データサイエンス_1,データサイエンス_5
データサイエンス_2,データサイエンス_6
データサイエンス_2,データサイエンス_7
データサイエンス_3,データサイエンス_8
データサイエンス_3,データサイエンス_9
データサイエンス_3,データサイエンス_10
データサイエンス_0,データサイエンス_11
データサイエンス_11,データサイエンス_12
データサイエンス_11,データサイエンス_13
データサイエンス_11,データサイエンス_14
データサイエンス_0,データサイエンス_15
データサイエンス_0,データサイエンス_16
データサイエンス_0,データサイエンス_17
データサイエンス_11,データサイエンス_18
データサイエンス_18,データサイエンス_19
データサイエンス_18,データサイエンス_20
データサイエンス_18,データサイエンス_21
データサイエンス_18,データサイエンス_22
データサイエンス_18,データサイエンス_23
データサイエンス_18,データサイエンス_24
データサイエンス_18,データサイエンス_25
データサイエンス_18,データサイエンス_26
データサイエンス_18,データサイエンス_27
データサイエンス_18,データサイエンス_28
データサイエンス_18,データサイエンス_29
