from,to
コンピュータネットワーク_0,コンピュータネットワーク_1
コンピュータネットワーク_0,コンピュータネットワーク_2
コンピュータネットワーク_0,コンピュータネットワーク_3
コンピュータネットワーク_0,コンピュータネットワーク_4
コンピュータネットワーク_1,コンピュータネットワーク_5
コンピュータネットワーク_1,コンピュータネットワーク_13
コンピュータネットワーク_1,コンピュータネットワーク_14
コンピュータネットワーク_2,コンピュータネットワーク_15
コンピュータネットワーク_2,コンピュータネットワーク_16
コンピュータネットワーク_2,コンピュータネットワーク_17
コンピュータネットワーク_2,コンピュータネットワーク_18
コンピュータネットワーク_3,コンピュータネットワーク_19
コンピュータネットワーク_3,コンピュータネットワーク_20
コンピュータネットワーク_3,コンピュータネットワーク_21
コンピュータネットワーク_5,コンピュータネットワーク_6
コンピュータネットワーク_5,コンピュータネットワーク_7
コンピュータネットワーク_5,コンピュータネットワーク_8
コンピュータネットワーク_9,コンピュータネットワーク_22
コンピュータネットワーク_10,コンピュータネットワーク_23
コンピュータネットワーク_11,コンピュータネットワーク_24
コンピュータネットワーク_12,コンピュータネットワーク_25
コンピュータネットワーク_12,コンピュータネットワーク_26
コンピュータネットワーク_12,コンピュータネットワーク_27
コンピュータネットワーク_28,コンピュータネットワーク_29
